Geneid	Start	end	gene_names	5GA00A11	5GA00A12	5GA00A13	5GA02A11	5GA02A12	5GA02A13	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	M_minus	M_plus	Log2fold	Obs_log(1/p)	GalNAc_gene	YmN	Rank	Exp_log(1/p)
a4-8-110_11145	2192750	2192950	inference=ab initio prediction:Prodigal:2.6.3	1.667741289	2.921792751	1.12560423	4.070699499	4.026251758	4.729942764	5.221056183	1.178912229	0.692595282	1.702166128	0.08872423	NA	1.90504609	4.27563134	1.166311562	1.827324679	FALSE	TRUE	426	0.735516435
a4-8-110_02515	517612	518745	rlmN	1264.671823	1200.084964	1274.548272	1585.914372	1665.257491	1419.720058	13226.0633	0.320915348	0.176452728	1.818704375	0.068956544	0.309463514	1246.43502	1556.963974	0.32092789	1.822820871	FALSE	TRUE	427	0.734498159
a4-8-110_07180	1455245	1455658	ruvX	126.5157001	126.8590389	117.1308112	91.70283046	99.04190316	108.5059152	544.7897853	-0.307887762	0.202007818	-1.524137854	0.127474278	0.442102326	123.5018501	99.75021627	-0.308140779	1.822748169	FALSE	FALSE	428	0.733482265
a4-8-110_04775	976341	976565	inference=ab initio prediction:Prodigal:2.6.3	67.0431998	68.60925911	80.44318233	92.7305346	117.8946163	110.2129219	153.205083	0.569313242	0.26609802	2.139486955	0.032396251	0.187253725	72.03188041	106.9460243	0.570175379	1.820072338	FALSE	TRUE	429	0.732468742
a4-8-110_01770	371796	372182	inference=ab initio prediction:Prodigal:2.6.3	157.213705	176.2491395	186.102808	142.2883032	133.6015065	134.9103119	488.6295019	-0.339050245	0.154757814	-2.190844103	0.028463076	0.172182114	173.1885508	136.9333739	-0.338869451	1.818867507	FALSE	FALSE	430	0.731457578
a4-8-110_10840	2134740	2135879	inference=ab initio prediction:Prodigal:2.6.3	281.7725711	256.8431575	250.0618661	226.5869177	212.4942661	221.4868308	3194.71374	-0.255597068	0.113706982	-2.24785729	0.024585291	0.160013345	262.8925316	220.1893382	-0.255728544	1.818615594	FALSE	FALSE	431	0.730448764
a4-8-110_10815	2131093	2131263	inference=ab initio prediction:Prodigal:2.6.3	39.20654959	35.81576026	39.6923597	67.46648802	60.99810656	50.03781555	58.86608975	0.636252013	0.213873023	2.974905415	0.002930789	0.033601721	38.23822318	59.50080338	0.637893661	1.815694743	FALSE	TRUE	432	0.729442287
a4-8-110_01365	268821	270779	vanT	192.6764752	292.9763601	250.3455277	411.3607041	359.2194827	455.2594055	16363.22897	0.736016367	0.203103579	3.623847346	0.000290253	0.00481313	245.3327877	408.6131974	0.735995744	1.814937964	FALSE	TRUE	433	0.728438137
a4-8-110_02620	542022	543623	"pyrG, CTPS"	64.18695861	63.83937382	62.8462362	65.83479791	65.16646807	65.32975096	1020.765807	0.040727779	0.132173614	0.308138501	0.757976946	0.922335247	63.62418954	65.44367231	0.040678332	1.810322773	FALSE	TRUE	434	0.727436304
a4-8-110_07200	1458592	1460385	inference=ab initio prediction:Prodigal:2.6.3	140.6543162	138.4724554	134.3101837	129.664032	130.2180488	130.675215	2437.130536	-0.082057771	0.089335237	-0.918537565	0.358337502	0.731923408	137.8123184	130.1857653	-0.08213314	1.809868331	FALSE	FALSE	435	0.726436777
a4-8-110_02555	526286	527587	rumA	151.2591393	159.4819891	151.5260404	124.2398122	129.1472306	140.8066179	1767.31699	-0.229580711	0.084804209	-2.707185345	0.006785636	0.061657139	154.0890563	131.3978869	-0.229822327	1.809796477	FALSE	FALSE	436	0.725439545
a4-8-110_03015	618009	618815	gene=Cof	7.996168501	10.9159915	9.345165233	13.28198123	15.71086343	13.35168478	90.48024526	0.582120032	0.20185043	2.883917721	0.003927614	0.042194642	9.419108411	14.11484315	0.583550687	1.807798486	FALSE	TRUE	437	0.724444597
a4-8-110_08340	1673065	1673379	inference=ab initio prediction:Prodigal:2.6.3	594.0772427	540.1381113	513.3041158	460.0161814	451.0254086	441.6565286	2189.345509	-0.284402343	0.186570919	-1.524365879	0.127417339	0.442102326	549.1731566	450.8993729	-0.284455605	1.806178514	FALSE	FALSE	438	0.723451923
a4-8-110_03225	653611	654495	gene=RhaT	161.4529035	165.6140047	156.2847419	150.6986754	149.8660377	149.9485386	1839.573695	-0.101462243	0.174182568	-0.582505154	0.560226471	0.850298421	161.1172167	150.1710839	-0.101503624	1.805758	FALSE	FALSE	439	0.722461514
a4-8-110_08780	1747458	1748468	mglC	30.58721653	30.78719899	25.43687423	21.52759836	20.45649179	22.49062052	221.1744228	-0.427358213	0.148223838	-2.883194905	0.003936638	0.042194642	28.93709658	21.49157022	-0.429149282	1.803596499	FALSE	FALSE	440	0.721473357
a4-8-110_10235	2007773	2009452	inference=ab initio prediction:Prodigal:2.6.3	6.235416648	6.142472974	5.835721932	8.717839124	7.279207544	7.639702196	198.692546	0.377288815	0.194876428	1.936041309	0.052862642	0.264532291	6.071203851	7.878916288	0.376014592	1.802630152	FALSE	TRUE	441	0.720487444
a4-8-110_01705	350467	351285	"parA, soj"	4.195316227	4.199981521	3.867460689	9.191132496	7.465853892	6.191085034	56.53054223	0.898270737	0.309172798	2.905400292	0.003667837	0.040291462	4.087586146	7.616023807	0.897788853	1.802038439	FALSE	TRUE	442	0.719503764
a4-8-110_06515	1331201	1332190	inference=ab initio prediction:Prodigal:2.6.3	0.592553534	0.593212468	0.457063536	0.909122888	1.089934819	0.800268094	4.44860673	0.769391986	0.611353435	1.258506033	0.208208807	NA	0.547609846	0.9331086	0.768896613	1.800373653	FALSE	TRUE	443	0.718522308
a4-8-110_10830	2132489	2134360	zntA	139.3151962	130.3722922	138.8660104	181.737162	177.3414779	155.067333	3099.480898	0.331448141	0.086897047	3.814262416	0.00013659	0.002451962	136.1844996	171.381991	0.331653011	1.800010069	FALSE	TRUE	444	0.717543064
a4-8-110_00400	76553	78796	inference=ab initio prediction:Prodigal:2.6.3	2620.443516	2504.652708	2591.449426	3147.667844	2949.195323	2825.711333	56181.87423	0.209504082	0.131177234	1.597107023	0.110241853	0.413230245	2572.181883	2974.1915	0.20950488	1.799298924	FALSE	TRUE	445	0.716566023
a4-8-110_00470	97197	98429	rho	466.3933871	448.5403801	470.7810024	496.1687471	501.1578642	486.0898498	3414.000474	0.098287543	0.248969846	0.394776898	0.693007546	0.900013845	461.9049232	494.4721537	0.098293354	1.796650076	FALSE	TRUE	446	0.715591175
a4-8-110_10850	2137403	2137702	gene=MazG	186.3242261	171.9892433	182.7568549	161.1874881	150.1657698	161.3580558	503.164362	-0.194496975	0.113829742	-1.708665683	0.087512894	0.351181535	180.3567748	157.5704379	-0.194856723	1.796315488	FALSE	FALSE	447	0.714618511
a4-8-110_04755	972114	972863	inference=ab initio prediction:Prodigal:2.6.3	175.8766608	181.5535232	235.0952004	283.7554359	324.7896769	275.4970929	1733.954083	0.576980446	0.199127948	2.897536244	0.003761063	0.040908506	197.5084615	294.6807352	0.577238286	1.794762885	FALSE	TRUE	448	0.71364802
a4-8-110_01880	393556	394422	msmG	24.55157547	22.44999828	21.8330869	13.4952844	13.06790363	18.64153913	209.4695434	-0.60340885	0.171751294	-3.513271059	0.000442626	0.006834388	22.94488688	15.06824239	-0.606661549	1.791094745	FALSE	FALSE	449	0.712679693
a4-8-110_06950	1424697	1425566	gene=SplB	361.6094426	368.954777	300.8817736	248.4726901	195.0325608	250.7929824	2027.081668	-0.570831166	0.186357893	-3.063090906	0.002190635	0.02687179	343.8153311	231.4327444	-0.571040878	1.785405013	FALSE	FALSE	450	0.71171352
a4-8-110_04705	958483	959667	pslH	2.121620247	1.911581586	2.609312085	4.902358865	4.552892284	3.342892038	37.96092306	0.941431747	0.331431593	2.840500929	0.004504274	0.045621272	2.214171306	4.266047729	0.946133262	1.784710795	FALSE	TRUE	451	0.710749492
a4-8-110_05080	1040220	1041515	gene=RfaB	115.489154	118.6601487	111.4356873	103.7283962	107.126464	100.1946768	1264.325712	-0.151958996	0.089622249	-1.695549901	0.089971152	0.357295512	115.1949967	103.683179	-0.151896199	1.784298211	FALSE	FALSE	452	0.709787599
a4-8-110_01460	288304	290136	inference=ab initio prediction:Prodigal:2.6.3	426.5637303	432.9424646	413.2834321	472.4909544	459.2130863	448.5613996	5298.253469	0.116955376	0.202609119	0.577246357	0.563773045	0.850298421	424.263209	460.0884801	0.116951757	1.781434845	FALSE	TRUE	453	0.708827832
a4-8-110_05985	1231700	1232416	inference=ab initio prediction:Prodigal:2.6.3	103.4400834	99.57672282	90.77205328	79.99520644	71.10798608	82.3204648	693.2724353	-0.331102615	0.148057117	-2.236316773	0.025331029	0.161430683	97.92961983	77.80788577	-0.331828905	1.78051598	FALSE	FALSE	454	0.707870181
a4-8-110_06980	1428865	1430370	gene=YfcC	1031.801968	1111.49852	985.6593363	812.9405842	703.235933	874.227532	15122.91333	-0.388401902	0.180127351	-2.156262775	0.031063152	0.183563052	1042.986608	796.8013497	-0.388428637	1.780166982	FALSE	FALSE	455	0.706914637
a4-8-110_06945	1423420	1424694	gene=CdsB	393.9116631	400.6008659	316.1535364	264.5226738	223.0006641	262.6592863	3761.942452	-0.56595943	0.159166177	-3.555776986	0.000376864	0.005943678	370.2220218	250.0608747	-0.566111366	1.780066286	FALSE	FALSE	456	0.705961191
a4-8-110_09085	1784415	1785758	gene=NorM	1.808270828	2.122399198	1.963944881	1.521969121	1.471898584	1.650552944	48.75981658	-0.342307475	0.330754777	-1.034928287	0.300702403	0.679269295	1.964871636	1.548140216	-0.343898921	1.779177987	FALSE	FALSE	457	0.705009834
a4-8-110_05780	1190487	1190963	purE	81.34434357	87.23900871	86.32464142	60.20794977	55.04513585	72.91499293	401.1962164	-0.436282071	0.129623898	-3.365753372	0.000763349	0.011236501	84.96933123	62.72269285	-0.43795471	1.778169491	FALSE	FALSE	458	0.704060556
a4-8-110_10335	2034424	2034999	"E2.7.4.8, gmk"	385.9930752	367.6328337	322.7416088	280.5496413	279.1254952	290.0846798	3141.160926	-0.340944597	0.187194014	-1.821343484	0.06855466	0.308915694	358.7891726	283.2532721	-0.341043732	1.776009173	FALSE	FALSE	459	0.703113348
a4-8-110_00160	41554	42864	"SRP54, ffh"	1924.807198	1894.374274	1757.968859	1682.605474	1582.74997	1611.060537	23054.5174	-0.193697531	0.140025615	-1.383300697	0.166572684	0.513929147	1859.05011	1625.471994	-0.193706959	1.770616929	FALSE	FALSE	460	0.702168202
a4-8-110_03630	727452	728831	inference=ab initio prediction:Prodigal:2.6.3	154.3693966	144.5706683	143.9998542	127.3562585	132.9898187	134.7999413	1740.944175	-0.164668816	0.104369472	-1.577748858	0.114623317	0.421776189	147.6466397	131.7153395	-0.164725152	1.770590444	FALSE	FALSE	461	0.701225108
a4-8-110_04505	907078	907713	inference=ab initio prediction:Prodigal:2.6.3	18.57918862	19.39133208	20.1582267	27.78828451	30.11459059	23.54373633	310.3886708	0.484329372	0.17188946	2.817679288	0.00483721	0.047911332	19.37624913	27.14887048	0.486602856	1.767570308	FALSE	TRUE	462	0.700284058
a4-8-110_03460	702424	703548	"tgt, QTRT1"	1177.94902	1035.552361	1036.041152	892.9768657	856.9939499	910.6474715	10004.78706	-0.288456501	0.151524681	-1.903693179	0.056950155	0.273956302	1083.180844	886.8727624	-0.288475086	1.767111851	FALSE	FALSE	463	0.699345043
a4-8-110_01620	331278	332180	hflC	48.44483706	47.47670546	42.17587944	63.88022952	69.10766123	55.88849037	528.6486596	0.451676889	0.14579727	3.097979061	0.001948452	0.024274068	46.03247399	62.95879371	0.451755918	1.766112051	FALSE	TRUE	464	0.698408053
a4-8-110_07905	1592125	1593222	kdgK	5.037398892	7.335273604	6.181597003	8.644119265	9.172129082	10.17390011	95.04567071	0.593733705	0.22134752	2.682359874	0.007310477	0.066153825	6.1847565	9.330049486	0.593167937	1.766088317	FALSE	TRUE	465	0.697473081
a4-8-110_05865	1210094	1211245	"AARS, alaS"	232.4979021	231.1542421	204.8394511	189.1401759	166.3356908	181.973462	2825.656712	-0.314602425	0.145487533	-2.162401255	0.030587261	0.182039547	222.8305318	179.1497762	-0.31478068	1.750497613	FALSE	FALSE	466	0.696540117
a4-8-110_03190	645331	645549	gene=RimI	64.67066647	67.80731944	76.10420931	43.71262106	56.66168	43.05003842	156.7278886	-0.544694493	0.180552926	-3.016813434	0.00255447	0.030161868	69.52739841	47.80811316	-0.540326139	1.750136184	FALSE	FALSE	467	0.695609153
a4-8-110_02830	583255	583437	inference=ab initio prediction:Prodigal:2.6.3	85.63578116	91.23246545	87.77867744	104.1765408	95.32462724	100.4402054	239.8383222	0.181152453	0.172122669	1.052461332	0.292587942	0.670644799	88.21564135	99.98045781	0.180611653	1.744970715	FALSE	TRUE	468	0.694680181
a4-8-110_04050	818938	819783	folD	256.1668361	239.2954184	229.633907	269.8354104	296.7560122	286.3767887	2831.842106	0.234331775	0.188718677	1.241698906	0.214347674	0.581424648	241.6987205	284.3227371	0.234319639	1.743407698	FALSE	TRUE	469	0.693753191
a4-8-110_03800	766445	767128	inference=ab initio prediction:Prodigal:2.6.3	1810.97503	1759.387895	1763.443336	1651.373878	1592.392381	1695.262658	9882.690848	-0.110913271	0.098459594	-1.126485153	0.259960221	0.634749074	1777.93542	1646.342972	-0.110938008	1.741040156	FALSE	FALSE	470	0.692828176
a4-8-110_01655	340884	341231	"cadC, smtB"	270.1956544	311.4803789	283.2414852	331.0461276	360.7120493	371.0898342	1545.038123	0.297334582	0.163426144	1.819381986	0.068853173	0.309463514	288.3058395	354.2826704	0.29730084	1.740566096	FALSE	TRUE	471	0.691905127
a4-8-110_05710	1171534	1171857	"PTS-Cel-EIIB, celA, chbB"	9.570209848	8.027200454	6.982915133	12.12163851	12.76636617	10.75915993	54.78622275	0.537958342	0.286282389	1.879117833	0.060228406	0.282344628	8.193441812	11.8823882	0.536283312	1.740045032	FALSE	TRUE	472	0.690984035
a4-8-110_04250	855102	856136	gene=RimI	76.51669542	71.9813588	65.36008564	60.23927311	56.73189716	54.04245232	587.6597445	-0.322408133	0.197838439	-1.629653649	0.103174719	0.394536208	71.28604662	57.00454086	-0.322542868	1.739994023	FALSE	FALSE	473	0.690064893
a4-8-110_04490	904233	905870	recG	427.1036568	428.6542116	475.0991292	560.8588895	544.4583742	500.8974735	8653.814074	0.271266803	0.135688192	1.999192407	0.04558754	0.236840678	443.6189992	535.4049124	0.271309222	1.737881049	FALSE	TRUE	474	0.689147692
a4-8-110_11645	2289651	2290358	gene=recO	276.6242195	256.313031	267.0432443	245.6943128	238.8966245	229.9583932	1335.674921	-0.162939484	0.247182071	-0.659188119	0.509774975	0.82693369	266.6601649	238.1831102	-0.16293121	1.731425213	FALSE	FALSE	475	0.688232424
a4-8-110_05805	1195317	1196183	gene=RbsK	37.21400219	38.12629018	32.18423168	42.0901877	45.63394919	44.04520519	312.2444814	0.294170065	0.125336244	2.347047085	0.018922863	0.132640261	35.84150802	43.92311403	0.293349002	1.728295089	FALSE	TRUE	476	0.687319081
a4-8-110_05200	1067519	1068745	lysA	448.5938634	424.1355184	406.8871233	385.8993267	372.8696331	374.050003	4826.300235	-0.175765145	0.144173075	-1.219126004	0.222796371	0.591640941	426.538835	377.6063209	-0.175794186	1.727979737	FALSE	FALSE	477	0.686407655
a4-8-110_04590	931096	933825	inference=ab initio prediction:Prodigal:2.6.3	102.5908305	106.7614815	100.4987285	94.40891531	88.37155584	94.9557667	2108.45823	-0.157798287	0.166276848	-0.949009371	0.342615846	0.718419552	103.2836802	92.57874595	-0.157859387	1.727663467	FALSE	FALSE	478	0.685498137
a4-8-110_04365	877359	877862	gene=PncA	114.7316663	105.2044152	107.7364049	80.52231295	77.43078613	96.04646176	480.018579	-0.366609607	0.145587786	-2.518134361	0.011797831	0.095071569	109.2241621	84.66652028	-0.367428537	1.727008276	FALSE	FALSE	479	0.68459052
a4-8-110_06240	1279560	1280297	gene=SpoIIAA	6.018444426	6.138818916	6.744474128	4.767351731	5.482903817	5.152945775	37.44178818	-0.297411973	0.290602627	-1.023431812	0.306103725	0.68201516	6.300579157	5.134400441	-0.29528863	1.726155145	FALSE	FALSE	480	0.683684796
a4-8-110_09265	1819998	1821077	ABC.SS.P	80.15697383	78.45941089	84.28378565	69.39638047	59.19708488	69.83672899	833.36899	-0.291562664	0.19721514	-1.478398987	0.139301016	0.464617287	80.96672346	66.14339811	-0.29173193	1.725780177	FALSE	FALSE	481	0.682780957
a4-8-110_07130	1449927	1450439	"idi, IDI"	123.9907131	114.3160567	119.0770791	129.9886235	137.7715855	131.5809224	825.092015	0.159849667	0.101459147	1.575507693	0.115139304	0.421776189	119.1279496	133.1137105	0.160147238	1.724677082	FALSE	TRUE	482	0.681878996
a4-8-110_03430	696915	697250	inference=ab initio prediction:Prodigal:2.6.3	298.8011658	342.080812	309.5177133	271.5192912	254.2370282	265.0316441	909.3886819	-0.265001887	0.120589063	-2.197561534	0.027980367	0.170194629	316.799897	263.5959878	-0.265243455	1.723508836	FALSE	FALSE	483	0.680978903
a4-8-110_05960	1228140	1228304	inference=ab initio prediction:Prodigal:2.6.3	676.0189313	702.7025402	723.0745139	856.8896459	973.3117938	820.5949034	76691.18969	0.334726858	0.284204929	1.177765843	0.238889969	0.611842539	700.5986618	883.598781	0.334803196	1.722469021	FALSE	TRUE	484	0.680080672
a4-8-110_04410	886575	887582	vanY	325.0730546	304.3770145	300.6144965	283.6950441	262.2655659	272.3412357	2942.581093	-0.184635815	0.144077166	-1.281506437	0.200015841	0.56023599	310.0215219	272.7672819	-0.184697766	1.718755351	FALSE	FALSE	485	0.679184295
a4-8-110_10970	2162853	2163716	rlmI	534.153503	490.3713181	502.071598	463.7473733	456.2588258	445.0074131	3793.729535	-0.161399416	0.088430542	-1.825154646	0.067977696	0.308836938	508.865473	455.0045374	-0.161403374	1.718750239	FALSE	FALSE	486	0.678289765
a4-8-110_01720	354063	360521	inference=ab initio prediction:Prodigal:2.6.3	10.28898774	9.910753581	9.527641196	12.66775971	12.41806833	11.01493019	1200.802055	0.280185893	0.124904319	2.243204198	0.02488365	0.16081104	9.909127506	12.03358608	0.280236698	1.718070592	FALSE	TRUE	487	0.677397073
a4-8-110_00575	117018	117206	"RP-L28, MRPL28, rpmB"	6568.637314	9385.387975	9412.969599	11504.73369	13053.56976	13120.16675	17294.81896	0.570782776	0.300667445	1.89838569	0.057645293	0.276697408	8455.664963	12559.49007	0.570787771	1.717376533	FALSE	TRUE	488	0.676506212
a4-8-110_01410	277863	278423	gene=TrxA	544.9500732	561.8569515	510.9701471	490.3429653	454.2463645	463.2140026	3579.708483	-0.200506049	0.159433384	-1.257616465	0.208530496	0.57125972	539.2590573	469.2677775	-0.200567102	1.713928135	FALSE	FALSE	489	0.675617175
a4-8-110_03940	794380	796776	"LARS, leuS"	264.9073451	267.0919779	257.0167226	237.2366986	237.422316	251.2641497	7166.647639	-0.120223215	0.184061138	-0.653170008	0.513646684	0.8289948	263.0053485	241.9743881	-0.120237786	1.711714668	FALSE	FALSE	490	0.674729954
a4-8-110_09485	1862738	1862971	inference=ab initio prediction:Prodigal:2.6.3	116.3944441	118.6750876	130.8490866	137.7670838	140.2592404	146.2643839	418.2999057	0.212773445	0.120757705	1.761986489	0.07807158	0.328973376	121.9728728	141.430236	0.213530261	1.711563103	FALSE	TRUE	491	0.673844542
a4-8-110_01270	250166	251740	"oppA, mppA"	197.3517683	214.617007	218.4415463	179.3309834	186.1764377	186.6225195	4765.760632	-0.191297827	0.234354562	-0.816275242	0.414342731	0.764940427	210.1367739	184.0433135	-0.191283319	1.711408379	FALSE	FALSE	492	0.672960931
a4-8-110_01190	233430	235178	"dnaK, HSPA9"	275.1780278	279.0816822	276.4372009	414.7190945	347.5452538	339.3287712	4946.513287	0.407204225	0.19671863	2.069983023	0.038453934	0.212369023	276.8989703	367.1977065	0.407197359	1.710334688	FALSE	TRUE	493	0.672079115
a4-8-110_07415	1506101	1506631	inference=ab initio prediction:Prodigal:2.6.3	224.7399165	210.9279682	207.2150477	265.1865238	236.5681973	265.5804962	2118.849229	0.255761642	0.105205682	2.431063004	0.015054596	0.113063092	214.2943108	255.7784058	0.25530092	1.709899137	FALSE	TRUE	494	0.671199085
a4-8-110_08205	1648020	1648334	gene=PspE	39.90666655	39.41836315	40.22159116	62.08010579	82.21222638	58.60248927	126.0662715	0.7616079	0.215527848	3.533686752	0.000409806	0.006372202	39.84887362	67.63160715	0.763158692	1.708915922	FALSE	TRUE	495	0.670320835
a4-8-110_08265	1660280	1661131	gene=COG4295	66.29565238	67.3540836	69.39640729	78.9400367	73.13884796	81.92321934	925.6449011	0.20487834	0.154607897	1.325147961	0.185122081	0.537828362	67.68204776	78.00070133	0.204713877	1.708805916	FALSE	TRUE	496	0.669444357
a4-8-110_01690	347157	347519	gene=HipB	1084.372966	1002.837233	989.9580677	1238.81142	1193.72634	1130.997072	8156.803465	0.211716585	0.1561912	1.355496238	0.175259506	0.528548762	1025.722756	1187.844944	0.21170569	1.706950368	FALSE	TRUE	497	0.668569645
a4-8-110_02690	554136	554474	inference=ab initio prediction:Prodigal:2.6.3	425.6946536	409.5865856	414.8963912	396.7959367	380.1027115	369.957566	1746.487046	-0.124449147	0.213901332	-0.581806321	0.560697146	0.850298421	416.7258768	382.2854047	-0.124448567	1.70578559	FALSE	FALSE	498	0.667696691
a4-8-110_08360	1675787	1676620	rsmI	129.5244073	128.1594993	138.1712934	121.6524153	112.4534369	113.2350566	1035.080885	-0.1886979	0.126237403	-1.494785972	0.134970309	0.455679574	131.9517333	115.7803029	-0.188620466	1.703906296	FALSE	FALSE	499	0.666825488
a4-8-110_09950	1951413	1952783	K07137	299.2738022	348.8067057	340.7723704	399.9742842	380.2071862	393.8789974	6013.804771	0.247673896	0.143440966	1.726660815	0.084228597	0.344565766	329.6176261	391.3534893	0.247678916	1.703532119	FALSE	TRUE	500	0.665956029
a4-8-110_05570	1146081	1146578	inference=ab initio prediction:Prodigal:2.6.3	1022.476109	844.3629027	886.8133956	695.4790095	731.0934778	711.4479772	3786.195835	-0.365070726	0.205319532	-1.778061362	0.075393777	0.323529466	917.8841358	712.6734882	-0.365070798	1.700940947	FALSE	FALSE	501	0.665088308
a4-8-110_08675	1730750	1732027	secY	3048.878692	3245.337696	3292.139597	3872.415345	4031.326054	3533.578133	29373.17535	0.25468953	0.161387956	1.578119806	0.114538089	0.421776189	3195.451995	3812.439844	0.25469456	1.69937294	FALSE	TRUE	502	0.664222317
a4-8-110_10735	2120082	2120270	inference=ab initio prediction:Prodigal:2.6.3	0	0.443900486	0.399023722	0.865831322	1.427295597	1.676752197	2.829190903	2.218037035	1.284701798	1.726499518	0.084257586	NA	0.280974736	1.323293039	2.235620256	1.698741344	FALSE	TRUE	503	0.663358049
a4-8-110_07015	1436277	1436414	inference=ab initio prediction:Prodigal:2.6.3	2.429101442	2.431802662	2.732445052	8.30068724	7.819097618	4.592842973	8.851780521	1.439118984	0.585634958	2.457365232	0.013996031	NA	2.531116385	6.904209277	1.447702349	1.697455894	FALSE	TRUE	504	0.662495497
a4-8-110_04060	820231	820656	gene=GtrA	114.8862344	101.0311254	107.104149	125.2284767	133.1908025	122.3733901	660.2496269	0.237196715	0.175980825	1.347855453	0.177704878	0.529325461	107.6738363	126.9308898	0.237375474	1.695220317	FALSE	TRUE	505	0.661634656
a4-8-110_10650	2101287	2102102	"licT, bglG"	65.11242137	63.539785	50.83151457	43.11648992	43.85785514	40.87545819	436.2522018	-0.489137985	0.204673252	-2.389848113	0.016855342	0.122423009	59.82790698	42.61660108	-0.489403058	1.694166698	FALSE	FALSE	506	0.660775517
a4-8-110_00385	71796	72809	"galE, GALE"	1282.184667	1178.366673	1256.85035	1506.266002	1429.136724	1362.790269	13316.0452	0.209429464	0.136101289	1.538776493	0.123858871	0.439679078	1239.133897	1432.730998	0.209435674	1.692196911	FALSE	TRUE	507	0.659918074
a4-8-110_10805	2128712	2129992	UMF1	362.3656164	344.8233529	350.0550074	313.8070784	333.8467799	311.834677	4100.738179	-0.140027781	0.102828748	-1.361757136	0.173274543	0.525535977	352.4146589	319.8295118	-0.139970868	1.691054313	FALSE	FALSE	508	0.659062322
a4-8-110_09180	1804138	1804362	gene=HipB	1.489848884	1.491505633	1.340719705	1.818245776	2.397856603	2.464825729	7.752280357	0.629749677	0.655286257	0.961029886	0.336537141	NA	1.440691407	2.226976036	0.628324687	1.689390147	FALSE	TRUE	509	0.658208251
a4-8-110_11185	2199793	2199984	gene=SoxR	211.6923952	259.1199727	223.8897164	164.9205739	144.2460613	183.2113767	795.8197581	-0.496114278	0.246598929	-2.011826568	0.044238222	0.231532834	231.5673614	164.126004	-0.496628089	1.688374894	FALSE	FALSE	510	0.657355858
a4-8-110_05715	1172055	1173944	licR	7.582266644	8.21215899	6.543989039	9.22110358	9.27742138	9.264055886	307.7866249	0.3151194	0.177533628	1.774984288	0.075900482	0.323529466	7.446138224	9.254193615	0.313614886	1.687031421	FALSE	TRUE	511	0.656505134
a4-8-110_08865	1762432	1762794	inference=ab initio prediction:Prodigal:2.6.3	135.2868977	135.8995835	120.9140809	107.51693	103.7915203	115.0203506	1067.873778	-0.263722589	0.122765666	-2.148178705	0.031699562	0.18565685	130.7001874	108.776267	-0.264897389	1.685886673	FALSE	FALSE	512	0.655656073
a4-8-110_00650	131122	131301	"RP-S21, MRPS21, rpsU"	12440.70376	14043.92382	13314.6036	15613.73104	18751.23863	16833.43929	31762.19368	0.363355783	0.268153139	1.355030875	0.17540772	0.528548762	13266.41039	17066.13632	0.363358416	1.685206281	FALSE	TRUE	513	0.654808669
a4-8-110_01590	324961	326157	inference=ab initio prediction:Prodigal:2.6.3	92.06537984	94.06017666	91.60744604	104.8567301	99.38484604	110.7318326	1971.520167	0.181638377	0.183190721	0.991526075	0.321428766	0.695769202	92.57766751	104.9911362	0.181531416	1.678393695	FALSE	TRUE	514	0.653962915
a4-8-110_07585	1543700	1544116	inference=ab initio prediction:Prodigal:2.6.3	145.7023976	154.1133068	134.1925389	123.4183374	123.3429835	123.304617	1527.638898	-0.229647214	0.153061599	-1.500358132	0.133521659	0.453200147	144.6694144	123.3553126	-0.229940093	1.67795421	FALSE	FALSE	515	0.653118805
a4-8-110_09340	1828713	1829192	"dut, DUT"	684.5739229	740.392718	711.2622781	577.3498542	640.6773111	633.647275	3629.798042	-0.206246503	0.218300938	-0.944780653	0.344770871	0.720202539	712.0763063	617.2248134	-0.206235787	1.676666364	FALSE	FALSE	516	0.652276332
a4-8-110_00825	159437	159988	inference=ab initio prediction:Prodigal:2.6.3	371.9561583	308.6869504	303.3014008	256.5801717	237.1792944	220.5999891	1573.650241	-0.461889298	0.200762507	-2.300675082	0.021410004	0.145760673	327.9815032	238.1198184	-0.461926756	1.676322633	FALSE	FALSE	517	0.651435491
a4-8-110_04795	979264	979686	inference=ab initio prediction:Prodigal:2.6.3	34.27444907	36.89096379	53.12958407	78.1458823	107.7760016	73.60763765	142.102445	1.059343287	0.218156693	4.855882586	1.20E-06	3.58E-05	41.43166564	86.50984052	1.062130428	1.67588278	FALSE	TRUE	518	0.650596274
a4-8-110_11110	2187745	2189271	gene=PtsG2	543.3814024	572.1711564	592.9029984	510.9127744	486.048831	518.8378604	12485.75069	-0.172610332	0.133247535	-1.295411071	0.195178461	0.551797749	569.4851857	505.2664886	-0.172613815	1.675418367	FALSE	FALSE	519	0.649758676
a4-8-110_01370	270770	271486	gene=LdcB	237.0355809	364.373578	323.7501506	505.989651	429.7831892	541.7681059	7650.391563	0.675442593	0.260152364	2.596334632	0.009422425	0.07921027	308.3864365	492.5136487	0.675424392	1.674353636	FALSE	TRUE	520	0.64892269
