Geneid	Start	End	gene_names	4GB00A11	4GB00A12	4GB00A13	4GB02A11	4GB02A12	4GB02A13	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	M_minus	M-plus	Log2fold	Obs_log(1/p)	Rank	Exp_log(1/p)	GalNAc_gene	Fold	YmN
a4-15-1_11035	2141767	2142840	oppD	427.1261671	513.3379255	430.530305	742.7335341	587.6779198	538.7492428	6858.191613	0.447068779	0.182010535	2.456279678	0.014038385	0.054551089	456.9981325	623.0535656	0.447167931	1.154522009	706	0.535369438	FALSE		TRUE
a4-15-1_04915	912836	913606	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF08241,similar to AA sequence:Refseq:WP_147597915.1"	52.74690503	57.81542464	57.31280213	63.31109804	87.71715716	103.2263372	292.7995607	0.597896696	0.209533193	2.853470069	0.00432446	0.021418484	55.95837727	84.7515308	0.5988853	1.154433823	707	0.534754725	FALSE		TRUE
a4-15-1_06765	1291637	1293298	"pfp, PFP"	3065.994784	3184.438592	2536.432888	3406.845396	6213.500912	5615.802668	36082.84538	0.794074864	0.184976384	4.292844557	1.76E-05	0.000247881	2928.955421	5078.716325	0.794077658	1.153398715	708	0.534140881	FALSE		TRUE
a4-15-1_07620	1457903	1458775	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF04754,similar to AA sequence:Refseq:WP_097839713.1"	26.45973268	30.29668291	18.04022584	14.01121776	13.28487319	18.41086569	215.0842219	-0.707708083	0.320324019	-2.209350661	0.02715026	0.088439593	24.93221381	15.23565221	-0.71055973	1.152069142	709	0.533527904	FALSE		FALSE
a4-15-1_06370	1216277	1217194	"E2.2.1.1, tktA, tktB"	35.97201023	38.49819368	39.49559952	44.45615354	39.57530142	43.10682	721.9405529	0.15681409	0.13152168	1.192306016	0.233141276	0.401355032	37.98860114	42.37942499	0.157797425	1.151225343	710	0.53291579	FALSE		TRUE
a4-15-1_07815	1502710	1503372	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF13847,similar to AA sequence:Refseq:WP_078712738.1"	125.6226018	124.8373189	159.102706	164.1457977	165.8650059	162.6746058	852.8729469	0.265774307	0.195463646	1.359712217	0.173921011	0.329297816	136.5208756	164.2284698	0.266582674	1.149969876	711	0.532304538	FALSE		TRUE
a4-15-1_02345	425639	425714	inference=COORDINATES: profile:tRNAscan-SE:2.0	254.7092521	187.507119	147.5920673	82.7285564	79.0584741	147.3086443	408.4283882	-0.921098657	0.338470433	-2.721356339	0.006501464	0.029593292	196.6028128	103.0318916	-0.932192997	1.148455885	712	0.531694145	FALSE		FALSE
a4-15-1_07685	1470859	1471983	"tgt, QTRT1"	665.1455054	686.3567254	638.726785	735.4826042	1067.298389	895.9321469	6228.651707	0.439182598	0.139332749	3.15204144	0.001621333	0.009628405	663.4096719	899.5710467	0.439337182	1.147441368	713	0.531084609	FALSE		TRUE
a4-15-1_02330	423048	423758	K06890	1480.516155	1478.849396	1423.219554	754.8703106	1331.672285	1068.706152	6876.995311	-0.474142171	0.220795328	-2.147428461	0.031759187	0.09969085	1460.861702	1051.749583	-0.47402836	1.146686379	714	0.530475927	FALSE		FALSE
a4-15-1_11370	2212396	2213085	K07150	83.22177342	95.33405431	85.71618346	116.1382496	96.39431611	102.3318423	739.76668	0.252297866	0.157260353	1.604332312	0.108640822	0.23806425	88.0906704	104.9548027	0.252707048	1.146618655	715	0.529868097	FALSE		TRUE
a4-15-1_01510	295880	296614	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF13580,similar to AA sequence:Refseq:WP_071442367.1"	86.31546598	94.77094508	86.3260961	62.99035166	81.36731674	77.36605945	333.9496211	-0.272007284	0.161297205	-1.686373202	0.09172394	0.208950766	89.13750239	73.90790928	-0.270303774	1.145882773	716	0.529261116	FALSE		FALSE
a4-15-1_09715	1881092	1881715	"inference=ab initio prediction:Prodigal:2.6.3,similar to AA sequence:Refseq:WP_124761014.1"	103.7551909	102.6769752	131.0973827	98.74395642	66.95456043	74.07504371	685.212497	-0.49290892	0.175185352	-2.813642309	0.00489837	0.02382165	112.5098496	79.92452019	-0.493341224	1.144619411	717	0.528654983	FALSE		FALSE
a4-15-1_08445	1624462	1625673	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF09820,similar to AA sequence:Refseq:WP_022000685.1"	21.47477955	17.30758781	28.23226596	16.78895756	12.91245935	9.968833197	315.6840571	-0.757748774	0.219420038	-3.453416479	0.000553534	0.004315777	22.33821111	13.2234167	-0.756418664	1.144289065	718	0.528049695	FALSE		FALSE
a4-15-1_06015	1141673	1143421	RfaB	108.3546285	114.0043284	121.5950447	107.518313	67.66859594	75.67195748	1778.473433	-0.454863534	0.154354292	-2.946879735	0.00320998	0.016956959	114.6513339	83.61962214	-0.455339711	1.143625031	719	0.527445248	FALSE		FALSE
a4-15-1_10680	2078244	2078726	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF06695,similar to AA sequence:Refseq:WP_117767893.1"	506.8748239	580.6431632	517.2528312	741.5144403	893.3542862	603.3424833	2876.708165	0.479288044	0.157029358	3.052219345	0.00227156	0.01275797	534.9236061	746.0704033	0.479978907	1.143124125	720	0.526841642	FALSE		TRUE
a4-15-1_07440	1420554	1421510	DusA	340.4711856	354.9978041	356.0105793	386.9059059	499.7911088	414.7752506	3808.786098	0.307455532	0.185640002	1.656192245	0.097682893	0.218005127	350.4931897	433.8240884	0.30772375	1.14188513	721	0.526238874	FALSE		TRUE
a4-15-1_02515	454408	454734	"inference=ab initio prediction:Prodigal:2.6.3,similar to AA sequence:Refseq:WP_117458627.1"	46.2643588	56.82784564	54.39930023	60.4790136	70.50659734	86.77860488	170.3594992	0.464515108	0.240808122	1.92898439	0.0537328	0.142933291	52.49716822	72.58807194	0.467492893	1.138072607	722	0.525636941	FALSE		TRUE
a4-15-1_12165	13009	13209	inference=ab initio prediction:Prodigal:2.6.3	352.0501641	251.8304567	278.4660824	457.832029	339.9432062	416.3622486	749.7814121	0.465839057	0.162187035	2.872233626	0.004075815	0.0206093	294.1155677	404.7124946	0.460514241	1.137626163	723	0.525035842	FALSE		TRUE
a4-15-1_04780	889675	890166	inference=ab initio prediction:Prodigal:2.6.3	116.7134627	84.11294959	105.9337002	265.3428258	169.5519515	145.7671387	501.5344788	0.92228046	0.249446563	3.697306744	0.000217899	0.002033443	102.2533708	193.553972	0.920587511	1.136439532	724	0.524435573	FALSE		TRUE
a4-15-1_00550	113853	115163	"mnmE, trmE, MSS1"	209.0781098	260.2707512	248.1257942	260.2843118	315.9141452	312.1615811	2139.152522	0.307464974	0.143992028	2.135291648	0.032737195	0.101573555	239.1582184	296.1200127	0.308216627	1.131287766	725	0.523836132	FALSE		TRUE
a4-15-1_08310	1589798	1591573	COG1373	21.43306334	23.30156036	22.20126373	63.33714539	33.04455391	38.19696985	636.3312647	1.008036928	0.222193916	4.536744066	5.71E-06	0.000101531	22.31196248	44.85955638	1.00759794	1.131259385	726	0.523237518	FALSE		TRUE
a4-15-1_01055	210925	211128	inference=ab initio prediction:Prodigal:2.6.3	1.594818187	2.794223735	2.221627473	5.04334515	2.73982856	4.346906219	12.67581127	0.861247784	0.622383977	1.38378849	0.166423228	0.320258713	2.203556465	4.043359976	0.875720786	1.131066453	727	0.522639728	FALSE		TRUE
a4-15-1_04475	836258	837208	inference=ab initio prediction:Prodigal:2.6.3	146.4214149	172.8646073	143.9222138	185.5979299	324.423359	250.0156708	1111.482212	0.713647911	0.202123293	3.530755407	0.000414375	0.003461565	154.4027453	253.3456532	0.714408672	1.130366918	728	0.522042759	FALSE		TRUE
a4-15-1_12250	32835	33332	inference=ab initio prediction:Prodigal:2.6.3	86.8887692	89.28049813	101.0171335	139.3367566	99.60762264	142.4528303	1012.652449	0.461286053	0.161366115	2.858630219	0.004254744	0.02124735	92.39546694	127.1324032	0.46043781	1.129265669	729	0.52144661	FALSE		TRUE
a4-15-1_07340	1401658	1403166	NlpD	180.7819949	179.9591187	173.5210309	196.4353413	259.4612199	214.1996372	2240.236778	0.326572675	0.162822193	2.005701243	0.044888133	0.125542577	178.0873815	223.3653995	0.326820425	1.126505654	730	0.520851279	FALSE		TRUE
a4-15-1_12055	2348330	2348614	SpoIIAA	905.8231554	959.6364343	995.078638	1100.239662	1233.067053	1586.849554	2216.045187	0.45452977	0.148231481	3.066351126	0.002166887	0.012284895	953.5127426	1306.718756	0.454624541	1.126000815	731	0.520256762	FALSE		TRUE
a4-15-1_07230	1380123	1380206	inference=COORDINATES: profile:tRNAscan-SE:2.0	98.76481204	124.8618835	58.00034581	31.30076117	34.93281414	60.70144041	79.13911251	-1.14160929	0.396829675	-2.876824397	0.004016991	0.020397199	93.87568045	42.31167191	-1.149695766	1.125565476	732	0.519663058	FALSE		FALSE
a4-15-1_12370	57964	58518	inference=ab initio prediction:Prodigal:2.6.3	110.4993488	118.5234189	133.1055076	109.9903598	71.50212047	87.47855055	528.3574905	-0.427917909	0.145370179	-2.943642991	0.003243739	0.017043735	120.7094251	89.65701027	-0.429050031	1.125291924	733	0.519070164	FALSE		FALSE
a4-15-1_06420	1227208	1228260	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF00733,similar to AA sequence:Refseq:WP_120421689.1"	135.3278202	124.722684	148.4882636	209.0904804	155.38965	169.4798051	1840.055718	0.386761278	0.135669086	2.850769391	0.004361359	0.02151307	136.1795893	177.9866452	0.386258509	1.124581275	734	0.518478079	FALSE		TRUE
a4-15-1_11495	2234629	2235258	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF09529,similar to AA sequence:Refseq:WP_049948234.1"	11.61938965	8.867003318	11.51014615	5.625064326	9.315417103	3.87081649	42.02317905	-0.781068866	0.339511858	-2.300564315	0.02141627	0.074159204	10.66551304	6.27043264	-0.766316472	1.123574499	735	0.5178868	FALSE		FALSE
a4-15-1_06715	1282333	1283499	ddl	411.7664768	424.8541766	496.5137513	405.3460816	351.4235115	333.2032124	3386.059625	-0.290807869	0.117630808	-2.472208375	0.013428122	0.052773612	444.3781349	363.3242685	-0.290530098	1.117747971	736	0.517296324	FALSE		FALSE
a4-15-1_01655	323262	324956	pgm	837.0622015	895.6233845	790.8482633	468.3913826	770.1294387	627.4085933	5686.110833	-0.43568353	0.171575401	-2.539312329	0.011107062	0.045656069	841.1779498	621.9764715	-0.435551026	1.11720454	737	0.516706651	FALSE		FALSE
a4-15-1_02480	449270	450652	NorM	57.39961685	60.34068573	39.48810307	62.65465953	75.37202992	85.91976023	1225.458912	0.511177463	0.226703468	2.254828595	0.02414409	0.081163094	52.40946855	74.64881656	0.510291909	1.116794555	738	0.516117777	FALSE		TRUE
a4-15-1_03830	702852	704174	InsQ	21.64034475	22.40447874	14.90152849	15.46676673	12.88527082	12.23245038	228.6398361	-0.535304863	0.226929322	-2.358905668	0.018328914	0.066474347	19.64878399	13.52816264	-0.538474121	1.115503971	739	0.5155297	FALSE		FALSE
a4-15-1_03155	583298	583501	inference=ab initio prediction:Prodigal:2.6.3	786.2453664	810.3248831	790.3439735	1297.260447	1160.317395	2162.585844	1291.22727	0.9529803	0.276641825	3.44481641	0.000571447	0.004420026	795.6380743	1540.054562	0.952797243	1.115397877	740	0.514942419	FALSE		TRUE
a4-15-1_11135	2165013	2166008	"KAE1, tsaD, QRI7"	196.1530297	214.1587333	247.8787545	455.08257	296.5781891	296.3686618	2777.206779	0.670882404	0.20850933	3.217517437	0.001293052	0.008289936	219.3968392	349.3431403	0.67110207	1.111040246	741	0.514355931	FALSE		TRUE
a4-15-1_02885	531638	531985	"inference=ab initio prediction:Prodigal:2.6.3,similar to AA sequence:Refseq:WP_026507595.1"	34.59105655	24.56989836	28.65133362	22.66606843	20.47785656	23.25220094	144.6906573	-0.389118277	0.229806009	-1.693246744	0.09040851	0.206538157	29.27076284	22.13204198	-0.40332378	1.108118056	742	0.513770234	FALSE		FALSE
a4-15-1_05480	1024974	1025279	"inference=ab initio prediction:Prodigal:2.6.3,similar to AA sequence:Refseq:WP_084139620.1"	1535.278308	1492.860601	1501.079629	1623.583557	2608.316789	2533.159599	5169.674383	0.578765095	0.172755896	3.350190115	0.000807561	0.005690598	1509.739513	2255.019982	0.578840566	1.106493316	743	0.513185325	FALSE		TRUE
a4-15-1_10205	1987790	1988122	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF14311,similar to AA sequence:Refseq:WP_084290532.1"	334.1359619	370.7708337	289.552114	301.0659973	220.2970261	227.0181563	688.3183951	-0.409775288	0.257629788	-1.590558651	0.111708936	0.242587143	331.4863032	249.4603932	-0.410138483	1.103822454	744	0.512601203	FALSE		FALSE
a4-15-1_01050	210187	210555	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF02661,similar to AA sequence:Refseq:WP_034450280.1"	6.171816726	5.56118675	4.912867258	4.95678367	4.165430412	3.30435554	19.48571759	-0.412587094	0.397796636	-1.037180951	0.299651534	0.479256382	5.548623578	4.142189874	-0.421736246	1.102538012	745	0.512017866	FALSE		FALSE
a4-15-1_08650	1669101	1670009	aadK	35.07547327	33.48641989	40.13593659	59.23295139	43.65641019	44.26527768	538.1142038	0.4373181	0.145277174	3.010232701	0.002610476	0.014210632	36.23260992	49.05154642	0.43700989	1.101129902	746	0.511435311	FALSE		TRUE
a4-15-1_00135	25826	27268	glgA	183.301307	189.8492038	181.3790247	165.096449	167.6194075	181.5940407	1754.728774	-0.108561919	0.130675713	-0.830773495	0.406101599	0.58252081	184.8431785	171.4366324	-0.108626387	1.099082423	747	0.510853537	FALSE		FALSE
a4-15-1_04300	800314	801678	UshA	13.10905499	10.43995681	12.86590855	14.90711836	13.92194204	13.96742174	149.3303168	0.237593233	0.187817906	1.265019074	0.205864491	0.3688791	12.13830678	14.26549405	0.232962524	1.098460421	748	0.510272541	FALSE		TRUE
a4-15-1_08005	1537259	1537334	inference=COORDINATES: profile:tRNAscan-SE:2.0	186.2160078	106.5040436	110.3213432	94.76180097	53.31850579	35.00403429	327.8766873	-1.127122104	0.368226828	-3.060945097	0.002206395	0.012459948	134.3471315	61.02811368	-1.138419614	1.09775782	749	0.509692321	FALSE		FALSE
a4-15-1_12335	51539	51937	"inference=ab initio prediction:Prodigal:2.6.3,similar to AA sequence:Refseq:WP_118298338.1"	10.19244706	8.857479147	6.815218113	5.730116461	2.801629204	6.667435102	28.8312425	-0.727884006	0.369984217	-1.96733799	0.049144258	0.134368407	8.621714773	5.066393589	-0.767015677	1.097563533	750	0.509112875	FALSE		FALSE
a4-15-1_02915	536141	536299	"inference=ab initio prediction:Prodigal:2.6.3,similar to AA sequence:Refseq:WP_117457103.1"	272.1421828	259.5570244	237.2949646	169.6763165	206.5210395	237.7265599	349.6759552	-0.32341247	0.194529463	-1.662537203	0.09640511	0.216151347	256.3313906	204.6413053	-0.324912792	1.097320403	751	0.508534202	FALSE		FALSE
a4-15-1_08795	1691343	1692050	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF07505,similar to AA sequence:Refseq:WP_100065764.1"	255.9548037	245.2381245	247.8903231	191.1722244	234.0695908	227.6415846	1371.321923	-0.198572858	0.103764058	-1.913695948	0.055659017	0.145750644	249.6944171	217.6277999	-0.198300705	1.097316026	752	0.507956298	FALSE		FALSE
a4-15-1_10585	2050784	2051593	Cof	100.2136495	116.2562657	99.45485654	289.4589553	140.5937952	193.0911842	1435.039971	0.980205837	0.250954255	3.905914389	9.39E-05	0.00100837	105.3082572	207.7146449	0.979984375	1.095974546	753	0.507379163	FALSE		TRUE
a4-15-1_09140	1756279	1757541	"HARS, hisS"	839.632	998.4179542	951.5478487	1269.693088	1031.997752	1088.012041	9635.944945	0.281017994	0.143257312	1.961631075	0.049805452	0.135562812	929.8659343	1129.90096	0.281101688	1.095921436	754	0.506802793	FALSE		TRUE
a4-15-1_11385	2215901	2216215	"inference=ab initio prediction:Prodigal:2.6.3,similar to AA sequence:Refseq:WP_078712219.1"	625.3813719	475.5609127	461.8446141	602.4262439	745.6769595	874.4526343	2238.32261	0.509245204	0.18913584	2.6924839	0.007092196	0.031803038	520.9289662	740.8519459	0.508098599	1.095133509	755	0.506227187	FALSE		TRUE
a4-15-1_00845	168877	169578	rsuA	25.95328059	17.70152677	30.34325386	56.50653948	40.20756955	32.68539099	335.5684634	0.808212492	0.232698194	3.473222025	0.00051425	0.004102118	24.66602041	43.13316667	0.806272666	1.092549793	756	0.505652343	FALSE		TRUE
a4-15-1_10515	2038414	2040570	priA	141.1025927	157.555356	162.731895	208.5985539	174.9717774	171.6907041	4111.998528	0.266763269	0.121845072	2.189364454	0.028570361	0.091863892	153.7966146	185.0870118	0.267179913	1.091673191	757	0.505078259	FALSE		TRUE
a4-15-1_02120	388523	388879	"RP-L18, MRPL18, rplR"	1082.653718	1057.334261	1210.152222	2358.364256	1448.977904	1561.470812	8262.982153	0.680417838	0.236254811	2.880016852	0.003976539	0.020276994	1116.7134	1789.604324	0.680381676	1.090520598	758	0.504504933	FALSE		TRUE
a4-15-1_08120	1554116	1555336	"PGK, pgk"	2739.302038	3212.008927	3093.608068	3432.18982	5152.89049	4080.335132	32622.50466	0.485634821	0.139121352	3.49072817	0.000481706	0.003933391	3014.973011	4221.805147	0.485714906	1.088114293	759	0.503932363	FALSE		TRUE
a4-15-1_02235	403910	407731	rpoC	3308.844653	2458.40103	2566.867336	3314.949509	4738.139939	3741.795719	124114.7569	0.50106672	0.242478614	2.066436754	0.038787259	0.11432781	2778.037673	3931.628389	0.501060803	1.086396514	760	0.503360547	FALSE		TRUE
a4-15-1_09910	1924974	1926269	yesM	128.2794962	147.8713549	146.1748595	133.3684606	97.46686413	102.2076387	1178.534748	-0.342738862	0.177299863	-1.933102809	0.053223534	0.142302303	140.7752369	111.0143211	-0.342647779	1.085714481	761	0.502789482	FALSE		FALSE
a4-15-1_08605	1658307	1658927	"inference=ab initio prediction:Prodigal:2.6.3,similar to AA sequence:Refseq:WP_124762628.1"	4230.505636	4722.826653	4566.603567	3353.080069	4308.942935	3663.276467	19361.06339	-0.25563901	0.132907243	-1.92343927	0.054424906	0.144396267	4506.645285	3775.099824	-0.255539107	1.085617359	762	0.502219167	FALSE		FALSE
a4-15-1_00895	179679	180470	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF08867,similar to AA sequence:Refseq:WP_133531379.1"	134.1217932	154.0209992	134.9049622	158.0502861	303.4567693	267.5981813	1060.819603	0.784305239	0.186063537	4.215254911	2.49E-05	0.000329526	141.0159182	243.0350789	0.785306536	1.084712049	763	0.501649601	FALSE		TRUE
a4-15-1_04705	876892	877056	inference=ab initio prediction:Prodigal:2.6.3	12.81653889	9.673094529	13.73369711	22.17034151	14.3965537	17.46665953	38.88448576	0.593868019	0.343053428	1.731123988	0.083429653	0.194884331	12.07444351	18.01118491	0.576936396	1.08461318	764	0.50108078	FALSE		TRUE
a4-15-1_04035	743529	744188	GCD1	213.4446669	217.2991592	213.2156476	206.2880995	138.6726864	161.2307034	798.2902168	-0.346273122	0.1558674	-2.221587848	0.026311172	0.086522588	214.6531579	168.7304964	-0.347286647	1.083802269	765	0.500512704	FALSE		FALSE
a4-15-1_04510	842693	843184	rpoE	257.2325042	294.5111816	367.7741724	450.757515	351.0321811	421.3053314	1495.267238	0.411183541	0.238037575	1.727389218	0.084097786	0.196011908	306.5059527	407.6983425	0.411586999	1.083062245	766	0.499945369	FALSE		TRUE
a4-15-1_00880	176857	177723	UgpE	73.54926229	76.79184287	62.98967306	80.56167023	101.6959895	84.38112071	545.2078379	0.320849114	0.128172181	2.503266399	0.012305288	0.049323187	71.11025941	88.87959348	0.321794499	1.081656222	767	0.499378775	FALSE		TRUE
a4-15-1_07235	1380217	1380300	inference=COORDINATES: profile:tRNAscan-SE:2.0	5.809694826	10.85755508	6.744226258	4.082707978	4.990402019	2.639193061	7.699364253	-1.053078126	0.717092467	-1.468538821	0.141957919	0.285688835	7.803825388	3.904101019	-0.999191114	1.08163823	768	0.498812919	FALSE		FALSE
a4-15-1_06045	1149477	1149572	inference=ab initio prediction:Prodigal:2.6.3	13.55595459	34.43880753	35.40718785	60.73028118	46.57708552	40.41264375	31.48618614	0.793679773	0.409846939	1.936527267	0.052803156	0.141491384	27.80064999	49.24000348	0.82471225	1.080674104	769	0.498247799	FALSE		TRUE
a4-15-1_03205	588091	588390	inference=ab initio prediction:Prodigal:2.6.3	231.5357045	283.4907632	252.6656925	300.6506155	319.5188066	417.1508553	425.9211786	0.433914945	0.255705513	1.696932304	0.08970946	0.205523947	255.8973867	345.7734258	0.434261582	1.079829126	770	0.497683414	FALSE		TRUE
a4-15-1_10500	2035456	2036190	"prpC, phpP"	406.3466552	410.2604742	408.9698803	461.4626503	768.4268557	606.41116	3170.935459	0.583035087	0.183239276	3.181823793	0.001463508	0.008910074	408.5256699	612.100222	0.583341158	1.079314901	771	0.497119761	FALSE		TRUE
a4-15-1_00795	161456	161695	"inference=ab initio prediction:Prodigal:2.6.3,similar to AA sequence:Refseq:WP_121192288.1"	283.9972487	312.561867	270.5109152	325.8000967	310.3198322	354.7075474	575.2426056	0.192643539	0.217933263	0.883956566	0.37671966	0.552842391	289.0233436	330.2758254	0.192485355	1.079240384	772	0.496556838	FALSE		TRUE
a4-15-1_09650	1869358	1869975	plsY	214.5262717	197.939554	208.4555215	109.3214428	192.8653104	149.4090752	998.3040876	-0.4603006	0.213050248	-2.160525999	0.030731973	0.096970208	206.9737824	150.5319428	-0.459378373	1.078319259	773	0.495994645	FALSE		FALSE
a4-15-1_02365	428131	429081	MviM	198.4215436	224.172549	222.9126342	225.9871167	296.8003556	307.4784799	1664.715429	0.362844057	0.232485785	1.560715024	0.118591005	0.251967344	215.1689089	276.7553174	0.363141407	1.075826073	774	0.495433178	FALSE		TRUE
a4-15-1_02795	512190	515879	"inference=ab initio prediction:Prodigal:2.6.3,similar to AA sequence:Refseq:WP_084329935.1"	10.66842605	9.268644583	12.31287356	9.355929177	8.292993275	7.780255317	319.771615	-0.342906861	0.170526931	-2.010866316	0.044339579	0.124911046	10.7499814	8.47639259	-0.34281185	1.074505313	775	0.494872436	FALSE		FALSE
a4-15-1_03845	706466	706939	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:TIGRFAMs:TIGR01847"	297.8878123	277.5548417	244.5336923	332.81822	293.9073054	330.4336528	811.4934816	0.223674087	0.254390195	0.879255929	0.379262526	0.555225636	273.3254488	319.0530594	0.223176575	1.074393439	776	0.494312418	FALSE		TRUE
a4-15-1_06345	1210951	1212879	FlaA1	280.8169754	278.1256451	279.7039354	291.1527425	393.5510196	361.097432	5737.169856	0.318324697	0.138507613	2.298246939	0.021547739	0.074507703	279.548852	348.600398	0.318473796	1.073935902	777	0.49375312	FALSE		TRUE
a4-15-1_10750	2085605	2085680	inference=COORDINATES: profile:tRNAscan-SE:2.0	4.280827766	1.500056952	2.981657924	0	1.838569165	0	1.552807322	-2.323655603	1.731295869	-1.342148182	0.179547954	0.337717825	2.920847547	0.612856388	-2.25276611	1.073701341	778	0.493194542	FALSE		FALSE
a4-15-1_05240	971079	972050	"parB, spo0J"	5.020723924	7.389169432	7.227146162	11.05523395	8.625386207	8.096783651	86.27644755	0.483922753	0.237232835	2.039864142	0.041363859	0.119446174	6.545679839	9.259134603	0.50033432	1.072841951	779	0.492636681	FALSE		TRUE
a4-15-1_00075	12748	13161	"RP-S12, MRPS12, rpsL"	1986.242043	1782.763338	2076.948009	3768.004169	2116.55727	3730.748012	18161.019	0.717957102	0.293799315	2.443699033	0.014537548	0.056027922	1948.65113	3205.10315	0.717894962	1.071259773	780	0.492079536	FALSE		TRUE
a4-15-1_11250	2186924	2187361	"ybeY, yqfG"	663.6846811	761.8508428	672.3162099	542.8696636	557.0108994	662.5459184	1638.287115	-0.251400074	0.123612165	-2.033781022	0.041973679	0.120487389	699.2839113	587.4754938	-0.251349641	1.070398972	781	0.491523105	FALSE		FALSE
a4-15-1_11120	2161681	2162298	rex	584.8802157	709.1143014	648.4671763	1095.804106	768.7480134	814.6650892	4216.03509	0.463763224	0.154861353	2.994699551	0.002747153	0.014854292	647.4872311	893.0724029	0.4639254	1.065362788	782	0.490967386	FALSE		TRUE
a4-15-1_09105	1747373	1748632	AraC	4169.037007	3923.28705	3805.901762	5711.436281	4233.080789	4946.023743	32108.21567	0.323661779	0.246290579	1.314146002	0.188797076	0.350209158	3966.075273	4963.513604	0.323649687	1.0652509	783	0.490412377	FALSE		TRUE
a4-15-1_08070	1544662	1544844	inference=ab initio prediction:Prodigal:2.6.3	234.6735746	234.2384015	182.0277723	193.0250788	158.820226	138.1033484	279.2243856	-0.408521787	0.229079455	-1.783319181	0.074534361	0.17978997	216.9799161	163.3162177	-0.40989345	1.06398587	784	0.489858076	FALSE		FALSE
a4-15-1_06620	1265527	1266942	"inference=ab initio prediction:Prodigal:2.6.3,similar to AA sequence:Refseq:WP_142691777.1"	220.3417026	163.5189201	217.004053	158.5566929	120.587285	165.2515079	1608.757748	-0.434659648	0.226815762	-1.916355569	0.055319852	0.145475822	200.2882252	148.1318286	-0.435195948	1.062346071	785	0.489304482	FALSE		FALSE
a4-15-1_09830	1906083	1907840	"TARS, thrS"	295.8251661	288.5775093	279.583856	321.8790249	333.5110082	294.0763654	4367.099517	0.136096839	0.123741321	1.09984958	0.271397666	0.44836735	287.9955105	316.4887995	0.136108122	1.062187818	786	0.488751593	FALSE		TRUE
a4-15-1_07030	1339597	1339791	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF06612"	157.6661796	126.8663552	135.9636014	164.7320327	167.6775079	215.4393597	267.5460835	0.387898014	0.17633162	2.199821074	0.027819592	0.090013326	140.1653787	182.6163001	0.381685501	1.060997048	787	0.488199406	FALSE		TRUE
a4-15-1_09735	1886092	1886274	inference=ab initio prediction:Prodigal:2.6.3	126.2259379	97.8069921	90.39474407	121.811943	248.1566032	280.4467119	240.6378756	1.052390199	0.277177016	3.796816249	0.000146566	0.00145131	104.8092247	216.805086	1.048632901	1.060690278	788	0.487647921	FALSE		TRUE
a4-15-1_03965	727345	727800	tadA	77.76837109	58.00220216	107.8366283	48.38367087	43.51280357	52.26296786	397.2194422	-0.756378754	0.274101946	-2.759479693	0.005789349	0.026961186	81.20240052	48.05314743	-0.756891448	1.059145065	789	0.487097136	FALSE		FALSE
a4-15-1_05605	1050375	1050527	tatA	408.273456	458.2526925	419.8875924	326.5099008	238.3650847	396.2929503	430.80103	-0.418626051	0.199830086	-2.094910029	0.036178991	0.108243604	428.8045803	320.3893119	-0.420494295	1.058652732	790	0.486547048	FALSE		FALSE
a4-15-1_07535	1444449	1445786	RfaL	23.58614521	25.81712369	26.33574989	21.44489662	23.60184154	23.36218432	420.6402737	-0.150177386	0.154318291	-0.973166465	0.330470575	0.509644464	25.2463396	22.80297416	-0.146852225	1.058149551	791	0.485997655	FALSE		FALSE
a4-15-1_09410	1816457	1818169	ecfA2	299.6079632	258.6893312	253.3939272	298.4357047	303.0365546	313.1256973	4840.099964	0.172662974	0.131320857	1.314817601	0.188571211	0.350058845	270.5637405	304.8659855	0.172206685	1.058146755	792	0.485448957	FALSE		TRUE
a4-15-1_03905	717506	717880	dfx	10281.26975	12028.52068	6222.298681	12051.02168	14608.06448	15151.33289	41635.45205	0.551284183	0.306311481	1.799750314	0.071900073	0.175007528	9510.69637	13936.80635	0.551277119	1.057031594	793	0.484900951	FALSE		TRUE
a4-15-1_06130	1167870	1169006	"rnc, DROSHA, RNT1"	11.58873163	9.324892295	10.76229034	7.84224646	9.33999604	9.066568248	142.7338444	-0.267456888	0.207301846	-1.290180927	0.196987847	0.359431773	10.55863809	8.749603583	-0.271134201	1.054716082	794	0.484353636	FALSE		FALSE
